category,product_description
Household,"PALO Ergonomic FootRest -With Detachable TPR Surface Color:PALO002   Rubber padded backing keeps footrest in place Design to reduce muscle strain and fatigue, is ideal for home and office use"
Household,OBASIX Foot Rest for Office in Natural Pine | Under Desk Foot Stool Obasix Foot Rest Wood is very comfortable and made of Natural Pinewood. It provides comfort and its ascending design allows the user to place its feet as per his / her convenience. This wood footrest is indeed ideal for the one who works at an office desk for long periods.
Household,"Lounger Bean Bag Sofa Bean Bag White Bean Bag with mudda footrest Bean Bag Very Adorable Bean Bag (Cover only) White Stretchable Leather Bean Bag (Chair + 1 mudda) (Cover) XXXL beanbag in beautiful soft makes this the most comfortable seat in the house. luxurious faux fur bean bag cover offers sink-in comfort and has a zip closure that will ensure no beans are spilled. The bean bag also has an inner liner with zip closure so the fur outer can be removed for easy washing. Now enjoy the comfort of a bean bag.You can sit along side your near and dear one's and enjoy a nice conversation or just watch a movie together. Replace your existing couch with this extremely comfortable bean fur bag that initiates a new addition in your living space. We've used a beautiful faux suede leather fabric on the bottom, in matching colour, which prevents it from slipping so you can rest easy in your bean bag. We also like to exceed customer expectations, so there are a few additional steps we take as standard that you won't find with other bean bags... Double stitched for extra strength. Double zipped for extra security. Zip heads are covered - prevents scratches on floor."
Household,"Tied Ribbons Artificial Leather Ottoman Cum Storage Organiser, Brown/Black (TR-Ottoman012) Comfortable and soft feeling when sitting.You can definitely rest your feet on it, it helps to take the pressure of sitting all the time off of your knees and feet. Powerful stool, you can store all kinds of debris, but also as a stool for changing his shoes, waterproof and dustproof, good loading capacity, interpreted durable. Material: Cloth construction material: E1 standard medium density fiber board bottom material: Non-woven fabric, folding storage notice there might be a slight color difference due to the monitor settings. For the reason of different measurement method,please allow (1-3cm) deviation for the measurement data. About our services: Any problems,kindly feel free to contract us. If you are satisfied with it, please don't forget to leave 5 stars positive feedback, we will appreciate your encouragement if you are not satisfied with it, before you leave the negative/neutral feedback, contract us and let us know the reason, we will do our best to rectify the matter. About tied ribbons: We're the pioneer seller of occasion gifting and conceptual home decor (rapidly expanding in india and internationally). As a business, we are creative, innovative and forward-thinking. As a team, we are supportive, passionate and absolute experts in what we do. Selection we offer continues to be core to our business and our commitment to impeccable craftsmanship is reflected in all we do."
Household,"Vsk Bean Bag Footrest Stool Cover Black & Red Multi Color (Without Beans) Lounge Around In The Comfort Of Vsk Bean Bags. The Classic Style Is The Evergreen Footrest Stool Bean Bag Style With An Indulging Comfort. With A Soft Leatherette Fabric And Premium Stitching, It'S A Classic Must Have For Any Home Or Office Space. This Is Only Cover.We are using high quality in leatherette lamba quality which is the Best quality in leatherette."
Household,"SUPVOX Portable Travel Footrest Under Desk Foot Hammock for Home and Office Airplane Flight Train Long Journey (Black) DescriptionWant a foot stool urgently when it takes too long to travel by plane or by train while there is no room for legs to rest? Then under desk foot rest hamock is just what you need, it can be easily installed under the desk in your office or on the train/ airplane, keeping your feet in place will make your knees feel relaxed. Durable canvas fabric brings stronger loading capacity. For different needs, the length and height can be adjusted to your best relaxing.Feature- Color: Black- Material: Canvas- Size: 41 x 22 x 60 cm (L x W x H)Package Including1 x Foot rest hammock"
Household,Happy2Buy Hammock Easy to Disassemble Footrest (Orange)
Household,"MUSKUN ENTERPRISES Musk Front Footrest for Apache RTR 180 (Black, Standard Size) Front footrest with Vehicle Compatibility: Apache RTR (Front). This is a Durable product."
Household,"3M Adjustable Foot Rest, 18 inches (Grey) It helps reduce strain and fatigue on legs, back, and neck. The FR330 Adjustable Foot Rest offers easy foot-controlled platform tilt adjustment and sturdy stell construction. The contoured, 18"" wide non-skid plastic platform keeps your feet in place and it has soft bumps to help soothe your feet."
Household,"Aarsun Woods Floriferous 5 Panel Handcrafted Wooden Partition Room Divider (Brown) Aarsun woods handmade wooden handmade partition / room divider in mango wood and mdf; with fine carving and finishing.The unit consist of 5 panels and each panel comes in standard size of 20""width in front and 72""height approx.the wooden partition gives very traditional and elegant look to your home.the wooden partition can be placed in zig zag position and can be fold easily and you can easily move it from one place to another. Wooden room dividers can be used as privacy screens or can also be placed in pooja room for dividing the space elegantly.  We are the manufacturers of wooden partition / room divider and the unit can be customized as per your requirement. Have an ethnic and stylish look to your living space or work-space with our handcrafted wooden room divider partitions artistically feature timeless designs. Each room divider is made by attaching 3 / 4 / 6 panels that can be extended or used as a single panel for decoration purposes. Each panel is 72 inches (6 feet approx.) high and 20 inches in front width. The room divider needs no assembly. The partition screen / room divider can be folded and moved from one room to another without any worries. The room divider is to be placed in zig-zag position. Each room divider has its own shade and texture due to the fact that each wooden piece has its own shade. This quality alone sets each unit apart from their counterparts in terms of shade and texture. Also, with time, the units are naturally fine finish giving it an antique appearance."
Household,"Aarsun Woods 5 Panel Wooden Partition Room Divider (Standard Size, Brown) Aarsun Woods brings to you Handcrafted Wooden Room Divider made from Mango Wood with hand buffed finish done by skilled craftsmen.Use the wooden Room Divider as a decorative element in your room or to divide and define a section of a large room. The Room Divider consists of 5 Panels each 72″ (inch) high and 20 inches wide in front. Each panel is handcrafted to precision with intricate carvings with floral style pattern. The Room Dividers can be placed straight with provided stands or can be used without stands to place in zig-zag format. It can be used as privacy screen or can be used to separate a living area from the rest of the home. The Room Divider can also be used in Pooja Room as well. The Partition / Room Dividers comes pre-assembled and can be easily folded and moved from one place to another. The unit is made from premium quality Mango Wood which is one of the famous wood types used to make Antique and Spiritual Products. Moreover, as we are the manufacturers, the unit can be customized as per your need.The packaging of the unit is done in Wooden Crate Boxes so as to avoid any damage while in-transit. We provide best possible services to all our clients and believe in strong customer relationships."
Household,Artesia Handcrafted 3 Panel Wooden Room Partition/Divider (Brown)
Household,Forzza Zoey Laptop Table (White) Color:White   Ergonomically designed foldable laptop table is made with 12mm MDF with melamine. The legs are made in white powder coated metal. This table is easily foldable. It is ideal to place your laptop and work while in bed or on your couch. It could also be used for placing your cup of coffee. It is easily stackable and can be easily wiped with a damp cloth. This well finished product will be a good investment. Available at unbelievable prices.
Household,"Ebee 1312016 Study Table Size:Rectangle Shape   Its top made of engineer wood and its leg are made of iron. It is best suitable for study, laptop table and laptop rise."
Household,"Spacecrafts Wooden Folding Computer Table Mate for Laptop Study Office Desk (Standard, Beige) Size:Standard                                                                                 |                            Color:Beige   SPACECRAFTS Folding Table Computer Desk PC Laptop Writing Table for Home Office The foldable design for easily store and move will meet your daily demands. And it is multifunctional, can be served as computer desk ,writing table or coffee table, dining table as you like. The table will bring you more enjoyment in your sturdy experience or leisure time. It takes up very little space in a room and even less when its folded. How do you store it? Just fold it up: it becomes so thin, you can lean it against a wall or put it into a closet. portable laptop table Computer Table Desk This elegant folding computer table is an good ideal for outing, work or home use ,which featuring durable construction, is very durable and sturdy. The flat surface is smooth and easy to clean. you can take it anywhere without applying much strength, and easily for storage. This versatile little desk makes a great computer table, or even an accent table. folding table Resistant Work Surface The table is made of Engineered wood, so you can be sure the desk is sturdy. The surface is pre-laminated, to make it water resistant. This desk comes pre-assembled just unfold it and its ready to use. laptop table A Portable Workstation Ideal for tight spaces! The clean lined, minimalist look of this piece means you can use the whole surface for your work. It calls to mind the old style school desks, with an up-to-date industrial-modern flavor. A small desk for a tight space, a folding desk is easy to close up when its not in use."
Household,RjKart Sheesham Wood Writing Study Table for Home and Office | Study Dask | Honey Finish Color:Honey finish 1   Sheesham wood study table with double deck hutch on top. Table has ample storage space and is fit for use in households as well as offices.Rich looks and robust design are inherent to this study desk. Ample width and storage makes it perfect to manage your office/study area in a clutter free manner.Refer to the images for details of dimensions.We encourage self assembly of products to help customers better & completely understand the product they buy.
Household,"Cello Oasis Four Seater Centre Table (Ice Brown) Color:Ice Brown   Cello furniture brings convenience and style to your interiors. Elegant and functional furniture, this center table is well crafted and designed."
Household,Bluewud Monroe Bed Laptop Cum Study Table (Walnut) LT-MR-L Size:Standard                                                                                 |                            Color:Walnut   Bluewud Monroe Bed Laptop Cum Study Table (Walnut) LT-MR-L
Household,"Comfy - Study Table DIY (Progetto) - Modern Design - Elegant Finish (Color : Wenge) Progetto Study Table - Modern Design - Elegant Finish – by Comfy DIY Furniture The Progetto Study Coffee Table is a gorgeous & sleek modular terrific transitional table to have at your living room. Any Living Room is not complete without a table at the center as your nocturnal companion, keeping the TV, Music System and your set top box within fumbling distance.  Any Living Room is not complete without a table at the center as your companion, keeping the Cups, Magazines and your other accessories within fumbling distance. Yes Coffee tables can be elegant and stylish too. Progetto Study Table offer enough space to serve your guest the best coffee and snacks.  It can also be used as center table enhancing the beauty of your living room.  Simple yet elegant can be easily placed in any part of the living room enhancing the beauty of your house. Made with best in class raw material this TV unit is both elegant yet affordable.In case you need us to answer any more queries about the product, please do not hesitate to write your question in the ""question & answers"" tab below. We will be more than glad to assist you and help you help you with your purchase."
Household,"DeckUp Siena Coffee Table (Wenge, Matte Finish) Color:Wenge   Product dimensions: length (35.4 inches), width (16 inches), height (15 inches). Assembly required: the product requires basic assembly and comes with diy (Do-It-Yourself) assembly instructions"
Household,"Bluewud Noel Coffee Table with Shelves Color:Walnut   Bluewud designs, manufactures and markets range of innovative and contemporary furniture and home decor products. Our designs complement and connect with our consumers' lifestyle, imagination and aspirations. Our manufacturing facility in India is located in Noida, Delhi NCR which is completely equipped with state of the art machinery."
Household,"Ebee Brown Laptop Table with Drawer Wooden Foldable Laptop Table . Which can be use for Office, School, Home, This superior quality Foldable Laptop Table in brown color gives you an extremely comfortable laptop/study table wherever you need. Multi-function notebook table could be used as a portable laptop table, laptop holder, bed table, reading table and many more. Also suitable for car and traveling purpose. made of high quality Wood laptop table foldable table laptop accessories."
Household,Forzza Zoey Laptop Table (Walnut) Color:Walnut   Ergonomically designed foldable laptop table is made with 12mm MDF with melamine. The legs are made in white powder coated metal. This table is easily foldable. It is ideal to place your laptop and work while in bed or on your couch. It could also be used for placing your cup of coffee. It is easily stackable and can be easily wiped with a damp cloth. This well finished product will be a good investment. Available at unbelievable prices.
Household,"Furnitu Folding Tray Table Folding Camping Table - Iron Frame Manufactured Wood Top With A Contemporary Finish Folds For Easy Storage Outdoor The Quick-Fold Multi-utility Folding Table provides a perfect accent Table for all outdoor areas- Garden, Patio, Balcony or Swimming pool deck. Folds flat for out-of-the-way storage, making it the perfect accessory for camping or fishing trips. Use it in tight spaces, like dorm rooms where space is at a premium. Weighing in at 5 kgs,"
Household,"Cello Senator Four Seater Dining Table (Sandalwood Brown) Color:Sandalwood Brown   Cello furniture brings convenience and style to your interiors. Elegant and functional furniture, this dining table is well crafted and designed."
Household,"InnoFur Meleti Low-Type Table (Natural) Multi-Utility Desk/Office/Study Table for Multipurpose Use InnoFur Meleti low type compact PC/ Laptop Desk stuffed with convenience in compact size design Meleti. Its comfortable finish that can be used for Pcs, Laptops and printers at once, with a spacious top board design that leaves plenty of room even when you place a PC, a movable shelf with no waste to fit storage items, casters that make comfortable to move and clean with. Easy to put in a little space even though it is a compact size, you can work efficiently."
Household,Forzza Archie Side Table with Storage (Wenge) Color:Wenge   A contemporary designed side table made in high quality engineered wood. The open spaces are ideal for storage and the contemporary designed coffee table will match any interior. Clean using a damp cloth and wipe dry. Delivered flat-packed. Simple DIY assembly needed. Instruction manual provided.
Household,TRENDY Multipurpose Folding Laptop Table and Utility Table for Beds Study & Home Office Furniture A very useful product for kids... a study table which can also be used as a laptop table... Quality is also excellent
Household,"MULTI - TABLE Foldable and Adjustable Multi Purpose Utility Table Mate for Laptop, Dinner, Study (Black and Black) About the MULTI - TABLE Brand: with years of expertise and innovation, This table is a initiative business manufacturing top in the class table mates. The company has put in appreciative amount of time and effort in research and innovation to bring the best products to you. About the product: When space is a problem, table mate is the answer. MULTI-TABLE brand, a proud 'Make in India' product that fulfils multiple home needs in one go. Ideally designed as a laptop accessory, the table mate turned out to be great for more than one need. Some of the many other ways you can use the table mate are1) Laptop desk 2) eating table 3) Reading / study table Salient Features: 1) Sliding Cupholder 2) Strong Plastic 3) Complete single colour 4) 6 level height adjustment 5) 3 level slant adjustment 6) Detachable and Foldable 7) Spares available Must Read Before Buying:  The legs are made of iron and are enamel spray coated. Minor scratches might be visible, Any enamel coated iron item has this issue. (Things most sellers might not have told you). The product is not designed for anyone to stand on, sit on. maximum weight is 5 kgs to 10 Kgs but we recommend you restrict to 5 kg (laptop etc).  Cleaning instructions: Clean with a mild solution fo soap and water on the plastic surface. Avoid scratches and water contact to the iron parts of the product."
Household,"Anshuman Multi-Utility Compact Foldable Desk Study Table, Computer Table, (Mushroom, Ivory & Silver Color) 1 pc. Made in India Well Designed for Kids writing purpose & for laptop. Multi-purpose in Use - Can be Used as a Laptop Desk, Study Desk, Reading Desk, Working Desk, Writing Desk, Breakfast Table, etc. Can store daily writing books in desk compartment, can store pens, pencils, eraser, sharpeners, crayons, colors, scissor, glue and all your daily stationery. No Assembly Required as a 3 year old kid can also open the foldable table easily. Well planned and attractive design with storage compartments. Light Weight so that you can carry it in your car for a vacation where your kid can enjoy drawing and painting of a landscape below the tree or on a beach. Can Be Put On Your Lap and Work On the Sofa, Bed, Lawns, Carpet Etc. . Can be wiped with a soft, sparsely wet cloth. Can put any type of stationary item like books, calculator, pens Etc."
Household,"MULTI - TABLE Multi Function Detachable And Foldable Table Mate Sandal Wood Color About the MULTI-TABLE Brand: With years of expertise and innovation, This table is a new initiative business manufacturing top in the class table mates. The company has put in appreciative amount of time and effort in research and innovation to bring the best products to you. About the product: When space is a problem, table mate is the answer. MyTableMate, a proud 'Make in India' product that fulfils multiple home needs in one go. Ideally designed as a laptop accessory, the table mate turned out to be great for more than one need. Salient Features: 1) Sliding Cupholder 2) Strong Plastic 3) Complete single color 4) 6 level height adjustment 5) 3 level slant adjustment 6) Detachable and Foldable 7) Spares available Must Read Before Buying: 1) Due to the weight of the product, it will be shipped through surface courier only, your patience is appreciated. 2) The legs are made of iron and are enamel spray coated. Minor scratches might be visible, Any enamel coated iron item has this issue. (Things most sellers might not have told you). 3) The product is not designed for anyone to stand on, sit on. maximum weight is 5 kgs to 10 Kgs but we recommend you restrict to 5 kg (laptop etc). 4) Cleaning instructions: Clean with a mild solution fo soap and water on the plastic surface. Avoid scratches and water contact to the iron parts of the product.    The color of the product might be little difference due to photo graphic effects"
Household,"Ebee Ventilated Laptop Stand (Black) Color:Black   Keep your laptop running cooler with this sleek-looking ventilated laptop stand from Ebee. Combining metal-mesh ventilated panels with an adjustable height, the laptop stand provides a better experience for you and better conditions for your laptop."
Household,"Literacy India Indha Multi Utility Magazine Cum Books Holder in Block Print Jute Add a sophisticated and artistic look to your office desktop or home, with our elegant Indha magazine holder. It is created with the natural organic fiber, jute, which is completely biodegradable and recyclable. A chic product, it features hand block printing done by the village women of Bajghera, Haryana and is made from natural color sourced from the mills of West Bengal. The MDF wood used as base is strong and does not have the tendency to split making it durable and long lasting. You can now organize all your daily office supplies and documents, while also giving your table a decorative appeal. Your purchase contributes to the livelihood of an impoverished artisan. Size: 25″ H x 10 “W x 23” L 1 compartment Color: Brown Material: jute Holds magazines, catalogs, binders, files, documents, etc."
Household,"Madhuran Wooden Batten Decorative Wall Shelf for Living Room Product :-- This Floating shelf comes with a unique design which will make your empty wall to centre stage.It gives ample space for displaying books, photos, CD's and figures. Once the product is assembled the structure remains stable and can be placed in Living room, Bedroom, Dining room, Kitchen, Hall and your Office.The shelf with its unique design makes a striking impact with this exotic colour and visibly doesn't show any dirt or dust on it. The artsy look of the shelf will surely reflect your home with a latest edge and a beautiful feel. Assembly :-- The assembly and mounting of the product is quite easy and if you have a drill and a screw driver at your home, you are just good to go. The uprights are pre-drilled for the screws to attach to the wall. All necessary fitting accessories/hardware comes with the product and all you need is a drill, drill bit, and screwdriver to fasten the unit to the wall.The assembly instructions are also provided with the product Instructions:-- Avoid direct sunlight ,direct water splashing . Do not use harsh chemicals or abrasive clothes while cleaning. Do not scratch with sharp objects."
Household,"Smart Shelter Wall Mounted Foldable Laptop Table/Study Table/Dining Table/Multi Utility Table Smart Shelter wall mounted Table enables you to Study, work on Laptop, Dine and utilize it for many other purposes. It gets folded on the wall after use to save space"
Household,"BitFlip Table-Mate with Cup Holder Multi Purpose Foldable Utility Table Mate (White) It is one of the finest folding tables available in the market. It can be used for various purposes and is having an outstanding feature of adjusting it in 3 different ways according to your body size and the purpose for which you are using it. This plastic table can be folded easily and can be taken anywhere along with you. Be it indoor or outdoor; use it anywhere for various different purposes drawing, arts and crafts, board games, as outdoor tray table, trade shows or for any other purpose. Table folds into a semi-folded position and you can easily store it under a sofa or in a closet"
Household,"MULTI - TABLE Multi Function Detachable And Foldable Table Mate with Cup Holder in New Chocolate Color About the MULTI - TABLE Brand: With years of expertise and innovation, This table is a new initiative business manufacturing top in the class table mates. The company has put in appreciative amount of time and effort in research and innovation to bring the best products to you. About the product: When space is a problem, table mate is the answer. MULTI-TABLE brand, a proud 'Make in India' product that fulfils multiple home needs in one go. Ideally designed as a laptop accessory, the table mate turned out to be great for more than one need. Some of the many other ways you can use the table mate are1) Laptop desk 2) eating table 3) Reading / study table Salient Features: 1) Sliding Cupholder 2) Strong Plastic 3) Complete single color 4) 6 level height adjustment 5) 3 level slant adjustment 6) Detachable and Foldable 7) Spares available Must Read Before Buying: 1) Due to the weight of the product, it will be shipped through surface courier only, your patience is appreciated. 2) The legs are made of iron and are enamel spray coated. Minor scratches might be visible, Any enamel coated iron item has this issue. (Things most sellers might not have told you). 3) The product is not designed for anyone to stand on, sit on. maximum weight is 5 kgs to 10 Kgs but we recommend you restrict to 5 kg (laptop etc). 4) Cleaning instructions: Clean with a mild solution fo soap and water on the plastic surface. Avoid scratches and water contact to the iron parts of the product.    The color of the product might be little difference due to photo graphic effects"
Household,"Vego Glacier I Ghr72 Desert Air Cooler,White Robust yet elegant looking Glacier i is the one and only ideal air cooler gives chilly breeze even on the hardest sunny day. Glacier i comes with intelligent LCD display with elegant touch control pad and a long range fully functional Remote control. Ideal for indoor and outdoor cooling Glacier i has the biggest 72 litres tank in its class. With its specially designed 16 inch coaxial fan blade, powerful motor and three way Honeycomb media Glacier i give super efficient cooling. The specially designed coaxial fan blade gives super powerful air throw also the volume inside Glacier i is designed to give ultimate cooling with minimum noise, which give it edge over all other cooler in its class. Glacier i is intelligently designed to match any environment around you. With strong castor it can be easily moved anywhere. Glacier i is provided with Pump Protection Technology and empty tank alarm for safety of the pump. With power consumption of 160 Watts Glacier i is the most energy efficient yet super powerful air cooler. Glacier i is robust yet stylist, intelligent, user friendly, energy efficient, portable and has a King-sized 72 litres tank for chilly n breezy summer experience."
Household,amiciKart AK-SMPP-3G-18 18W Submersible Pump for Desert Air Cooler (Grey) Caution & maintenance: do not ever run the pump dry do not lift the pump by power cord operate the pump completely submerged for proper cooling dust and dirt particle can reduce the life of the pump. Use small brush or stream of water to remove debris. Regular maintenance will add to efficiency and life of the pump.
Household,"Crompton Greaves Ozone 75-Litre Desert Air Cooler (White/Grey) Keep yourselves cool and your electricity bills low with this Crompton desert air cooler. Energy-efficient and power packed with some exciting features, this air cooler offers you optimum cooling performance. It features a Uniform Flow Dispenser, separate Ice Chamber and Motorised Louvers."
Household,"Kenstar Cyclone-12 50-Litre Air Cooler (White) with Remote Product dimension: 645mm x 53mm x 915mm.Air throw distance: 45 feet, air delivery (m3/hr): 2550, capacity: 50 liters,air deflection: 4 way, no of speed: 3 and cooling area: 75 square meter.Very economical, consumes less power, cools room uniformly, faster and easy to install.Louvre movement: motorized (vertical), warranty: 1 year on product."
Household,"Symphony Ice Cube 27 Ltrs Air Cooler (White/Blue) High efficiency honeycomb cooling pad on three sides. Apart from having this first in the personal cooling category, Ice Cube XL functions with the lowest levels of noise. Bring home this compact, yet mobile power house for a breezy, relaxing experience."
Household,"Crompton Greaves Ozone 55 Ltrs Desert Air Cooler (White/Maroon) For climates that are extremely hot and dry, the desert cooler makes for an excellent choice. The desert cooler is designed to give you the best cooling effect and also you need not to fill water at regular intervals as it has large water tank capacity.​ Crompton offers a wide range of modern air coolers as a perfect solution for all your needs at our online or offline store near you."
Household,"Cello Osum 50-Litre Desert Air Cooler (White) Style:Without Remote   Never feel the heat. Buy cello desert coolers, room coolers are powerful but not power hungry they are effective in the most searing summer temperatures but consume the lowest energy. Oscillating louvers and turbo cooling give corner-to-corner cooling. All this at an incredibly low whisper that leaves your sound sleep undisturbed. Powerful mega size cooler with international styling. Water inlet from back side. Powerful 18 inch fan blade. Powerful air throw. With in built castors, no trolley required. Mosquito net /dust filter net. Effective cooling pads. Compatible to invertor. Powerful surround cooling system. Ideal for big halls, banks, offices and restaurants."
Household,"Cello Multi Cool 60 Ltrs Desert Air Cooler (White) Style:Without Remote   Product Description Product Description: Never Feel The Heat. Cello Desert Coolers Are Powerful But Not Power Hungry. They Are Effective In The Most Searing Summer Temperatures But Consume The Lowest Energy. Oscillating Louvers And Turbo Cooling Give Corner-To-Corner Cooling. All This At An Incredibly Low Whisper That Leaves Your Sound Sleep Undisturbed. Its Four Sided Louvers Throw Cool Air In Four Directions Making It Ideal For Large Spaces And Crowds. Remote Control Operations Have Timer, Louver Direction And On And Off Functions, All At Your Finger Tips. Fit It In Your Drawing Room During A Get Together Or Wheel It Outdoors And Enjoy The Change It Brings. Product Features: Powerful Mega Size Cooler With International Styling Water Inlet From Front Side. Large Approx. 60 Litre Water Tank Capacity  Powerful 18 Inch Fan Blade Powerful Air Throw With In Built Castors , No Trolley Required Compatible To Inverter Powerful Surround Cooling System Ideal For Big Halls, Banks, Offices and Restaurants. From the Manufacturer TECHNICAL SPECIFICATIONS Brand NameCelloModelMultiTypeDesertRated Voltage And Frequency230v , 50 Hz. AcRated Power Input185 WReservoir CapacityApprox.60 Ltrs.Cooling Efficiency> 65 % ( At 45° C & 25 % Rh. )Air DeflectionFour WayMotorised Louver MovementVerticalAir Throw Distance Approx-Ft15Mosquito / Filter NetYesEngg.Plastic ( Blower / Fan )FanBlower / Fan Dia ( Mm / Inch )457 / 18Remote ControlNoAir Nominal Capacity4100 Meter Cube / HourNo. Of SpeedThreeCooling MediaAspen Wood WoolTrolley Required / Not RequiredOptional/ In Built Castors FittedEmpty Tank AlarmNoTimerNoProduct Dimensions In mm ( L X W X H )660x470x1090Carton Dimensions In mm OD ( L X W X H)700x525x1125Product Weight (Kgs) 14KgProduct Weight Incl.Packing ( Kgs )18.5 kg PortabilityYesIce ChamberNoHumidity ControlNoAuto Fill Water InletNoEncloser MaterialEngineering Plastic"
Household,"Crompton Honeycomb 88-Litre Desert Cooler (White/Grey) Say goodbye to heat during summer with Crompton air cooler. With multiple innovative features, such as easy-to-remove honeycomb pads, an ice chamber, the Crompton ozone 88 ltr cooler keeps you cool and comfortable throughout the day. It also features an auto water level indicator, so you can easily monitor the amount of water in the cooler. Thanks to the castor wheels, you can conveniently move this heavy appliance from one place to another. Since this cooler can also run on inverters, you can connect it to your home inverter when the power goes off. Keeping your cooler clean is also easy, all thanks to the drain plug and removable honeycomb pads. This also prevents breeding of mosquitoes."
Household,McCoy CUB 10L 10 Ltrs Honey Comb Air Cooler Without Remote Control (White/Grey)) Beat the inconvenience of dry air with McCoy's air coolers. Hassle-free evaporative cooling and easy temperature shifts make McCoy's air coolers the best option to to have at your home. Powerful throw with auto swing and cross ventilation provides a splendid of air around you. Effortless water tank system along with wide range of air cooling highlight the effectiveness of McCoy's air coolers.
Household,"Symphony Jumbo 51-Litre Air Cooler (White)-For Large room Product dimension: 655mm x 634mm x 773mm always allow for cross-ventilation in your area/room, else cooler won't work effectively dura-pump technology, large pad area for superior cooling and powerful 18-inch fan cooling area (mtr.3/Ft.3): 113/4000 Capacity: 51 liters warranty: 1 year on product power: 185 watts; operating voltage: 110-230 volts"
Household,"YADAV HANDICRAFTS Stainless steel Dinner Set of 50 Glass Curry Bowl Desert bowl Spoon Quater Plate and Full Plate Dinnerware Dinner set The 50 pcs Stainless steel Dinner plate set. It is for multipurpose use for in home, offices and restaurants. It is the basic plate which is required everywhere. It is very economical in range, made of food grade stainless steel. It is non breakable, durable, sturdy, rust free and long lasting."
Household,"ZOLTA Khaitan Submersible Pump for Desert Air Cooler, Aquarium, Fountains, 18W, 1.6 m ZOLTA Khaitan Submersible Pump is a highly efficient tool for various machines that require a pump to function. This pump has an 18W motor that can lift water up to 1.6m and is made of rust proof durable ceramic shaft. The motor submerges completely into the water as it is water resistant. The product comes with an Output Pipe with dimensions 1/2 and 3/4 inches that has an output of 3200 liters per hour. The pump weighs 400 gms and is highly portable. Zolta pump is easy to install and handle which comes in a compact size that consumes low electricity."
Household,"Hindware 190 Snowcrest 50 W Desert CD-165001WBR 50-Litre Air Cooler (Brown) Hindware Snowcrest presents for the first time in India, the air cooler with changeable colour panels. An artistic mix of graceful snow white coolers with soothing colour on the front panel, to blend seamlessly with your interiors.Their distinguished slender & tall look, coupled with next generation features like remote controlled operation, anti-skid top cover, shut louvers and power packed performance, is bound to capture your heart. Our trained and certified service engineers ensure product installation and service is done with utmost care. For details on Product, Installation and service, please contact Hindware Customer Care: 1800-3010-2273/1800-103-3300."
Household,"Sameer Submersible Cooler Pump for Desert Air Cooler, Aquariums, Fountains, 18W, Assorted Color Sameer 6 feet submersible pump. Ideally used for lifting water and circulation for decoration and domestic purpose. It is submersible pump and ideally used for air cooler and for coolant transferring application. It is also used for water curtain and in ganesh murti decoration. single phase."
Household,"Symphony Touch 80 Ltrs Air Cooler (White) The future of air cooling is here. A yet another innovation from Symphony, the world's largest brand in air cooling, Symphony Touch 80 is loaded with new age features like 6 honeycomb pads, fully closable louvers and cassette type removable pads that are unheard of in the domain of air cooling. With its stunning looks, 4-side cooling pads and powerful cooling aided by double blower, this technological marvel will surely lure you to Touch it."
Household,"Havells Brina 50-Litre Cooler (Grey/White) Havells Offers Energy Efficient, Reasonably Priced And Environment-Friendly Air Coolers, Namely, Desert Air Coolers, Personal Air Coolers And Window Air Coolers. Exhibiting Unparalleled Performance Resulting From Cutting-Edge Technology, Havells India Limited Has Introduced A Fine Combination Of Technology And Innovation With Smart Air Coolers Which Are Highly Productive, Convenient To Use, And Safe. The Compact Design, Easy Portability, Cleaner Technologies And Air Purification System Adds To Their Finesse And Makes These Air Coolers A Must-Have During The Summer."
Household,McCoy Jet 36L 36 Ltrs Honey Comb Tower Air Cooler with Remote Control (White/Black) Beat the inconvenience of dry air with McCoy’s Air Coolers. Hassle-free evaporative cooling and easy temperature shifts make McCoy’s Air Coolers the best option to to have at your home. Powerful air throw with auto swing and cross ventilation provides a splendid quality of air around you. Effortless water tank system along with wide range of air cooling highlight the effectiveness of McCoy’s Air Coolers.
Household,"Symphony Siesta 70 Ltrs Air Cooler (White) Presenting Siesta 70, an all new powerful desert cooler with specially designed front grill for maximum air delivery, unmatched aesthetics, very large 70 litre tank capacity for long uninterrupted cooling. The all new Siesta 70 is here to rule the market. Get ready to be thrilled with its performance. Now who'll not want a Siesta?"
Household,"Castor Smart Cool 20-Litre 3 Level Speed Inverter Compatible Personal Cooler - White Powerful cooler with international styling in personal cooler range, water inlet from top.20 liter water tank capacity, powerful 11 inch fan blade, powerful air throw, with in built castors, no trolley required, compatible to inverter, powerful surround cooling system ideal for bedroom and offices."
Household,"Cello Gem 22-Litre Personal Air Cooler (White) Powerful cooler with international styling in personal cooler range, water inlet from top and back side, large approx 22 liter water tank capacity, powerful 11 inch fan blade, powerful air throw, with in built castors, no trolley required, effective 3 side honeycomb cooling pads, compatible to invertor, powerful surround cooling system ideal for bedroom and offices."
