task,tier,dataset_name,status,error,n_rows,n_cols,target_col,accuracy,precision,recall,f1,mae,mse,rmse,r2,automl_models_tried,automl_ensemble_size,automl_best_model_weight,automl_best_model_name,target_source
classification,mid,uciml_iris,success,,150.0,6.0,Species,1.0,1.0,1.0,1.0,,,,,88.0,29.0,0.08,SimpleClassificationPipeline,config
classification,mid,uciml_pima-indians-diabetes-database,success,,768.0,9.0,Outcome,0.7272727272727273,0.7200995461865026,0.7272727272727273,0.7216083916083916,,,,,60.0,20.0,0.18,SimpleClassificationPipeline,config
classification,mid,xhlulu_cpc-codes,success,,260476.0,7.0,class,0.941953316953317,0.9421011743545424,0.941953316953317,0.9419798222598909,,,,,9.0,2.0,0.6,SimpleClassificationPipeline,config
classification,mid,yasserh_titanic-dataset,success,,891.0,12.0,Survived,0.776536312849162,0.7776300115018074,0.776536312849162,0.7682268438101499,,,,,58.0,17.0,0.44,SimpleClassificationPipeline,config
classification,hard,abhishek14398_loan-dataset,success,,39717.0,111.0,term,0.9987411883182276,0.9987433475149372,0.9987411883182276,0.9987402434324724,,,,,16.0,3.0,0.66,SimpleClassificationPipeline,heuristic
classification,hard,andrewmvd_cyberbullying-classification,success,,47692.0,2.0,cyberbullying_type,0.3672292693154418,0.3644450747354897,0.3672292693154418,0.3643027199468733,,,,,20.0,2.0,0.74,SimpleClassificationPipeline,config
classification,hard,balaka18_email-spam-classification-dataset-csv,failed,"The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",,,,,,,,,,,,,,,,config
classification,hard,ddosad_ecommerce-customer-service-satisfaction,success,,85907.0,20.0,channel_name,0.7964730531952042,0.822831327527672,0.7964730531952042,0.7100450496167998,,,,,11.0,3.0,0.52,SimpleClassificationPipeline,heuristic
classification,hard,hetulmehta_website-classification,success,,1408.0,4.0,Category,0.9893617021276596,0.989897198939752,0.9893617021276596,0.9893561744625576,,,,,56.0,22.0,0.08,SimpleClassificationPipeline,config
classification,hard,jocelyndumlao_consumer-review-of-clothing-product,failed,"The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",,,,,,,,,,,,,,,,heuristic
classification,hard,pashupatigupta_emotion-detection-from-text,success,,40000.0,3.0,sentiment,0.15175,0.1519040274157074,0.15175,0.1518060943065539,,,,,13.0,1.0,1.0,SimpleClassificationPipeline,heuristic
classification,hard,prox37_twitter-multilabel-classification-dataset,failed,target column not found,,,,,,,,,,,,,,,,heuristic
classification,hard,saurabhshahane_ecommerce-text-classification,success,,50424.0,2.0,Household,0.8477937530986613,0.8476461403500986,0.8477937530986613,0.847665546989555,,,,,23.0,4.0,0.7,SimpleClassificationPipeline,config
classification,hard,shivamb_spam-url-prediction,success,,148303.0,2.0,is_spam,0.7883415933380533,0.7816886206759445,0.7883415933380533,0.7786530923904136,,,,,25.0,3.0,0.5,SimpleClassificationPipeline,config
regression,easy,ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset,success,,807.0,8.0,Price,,,,,2797.364397307973,51070772.47057256,7146.381774756549,0.8790701871431805,49.0,4.0,0.48,SimpleRegressionPipeline,heuristic
regression,easy,govindaramsriram_crop-yield-of-a-farm,success,,3000.0,6.0,crop_yield,,,,,0.2424407225847244,0.0813486072361721,0.2852167723612553,0.9999962012847686,64.0,11.0,0.18,SimpleRegressionPipeline,heuristic
regression,easy,nalisha_numerical-feature-based-target-prediction-using-ml,success,,10000.0,7.0,target,,,,,3.949538872176644,24.688196159070387,4.968721783222561,0.9953568778356496,42.0,1.0,1.0,SimpleRegressionPipeline,heuristic
regression,easy,quantbruce_real-estate-price-prediction,success,,414.0,8.0,Y house price of unit area,,,,,4.207744642804904,35.36839101200799,5.9471330077616384,0.7891723600727182,72.0,8.0,0.52,SimpleRegressionPipeline,config
regression,easy,ranitsarkar01_porter-delivery-time-estimation,success,,197428.0,14.0,actual_delivery_time,,,,,14.065635223942577,1352.746441880649,36.77970149254408,-0.0010663870592488,11.0,1.0,1.0,MyDummyRegressor,config
regression,easy,sakshisatre_the-boston-housing-dataset,success,,506.0,14.0,MEDV,,,,,1.9799171053311408,10.050093147018767,3.1701881879501674,0.8629541159079824,46.0,6.0,0.42,SimpleRegressionPipeline,heuristic
regression,easy,thedevastator_age-prediction-for-individuals-using-multi-omic,success,,104.0,13.0,KLF14_2,,,,,1.1830282190406605,2.115843117627873,1.454593798153929,0.4653700212709692,78.0,6.0,0.28,SimpleRegressionPipeline,heuristic
regression,easy,zubairdhuddi_linear-regression,success,,300.0,2.0,y,,,,,2.642739143537605,10.364482489327177,3.2193916334188324,0.9897996916651902,86.0,6.0,0.64,SimpleRegressionPipeline,heuristic
regression,mid,CooperUnion_cardataset,success,,11914.0,16.0,MSRP,,,,,3628.963243594152,71848851.69445609,8476.370195694386,0.9698566216485064,22.0,1.0,1.0,SimpleRegressionPipeline,config
regression,mid,alamshihab075_health-and-lifestyle-data-for-diabetes-prediction,success,,97297.0,31.0,diet_score,,,,,0.92691296848105,1.3685325111370463,1.169842942935951,0.5666176743808278,14.0,2.0,0.52,SimpleRegressionPipeline,heuristic
regression,mid,camnugent_california-housing-prices,success,,20640.0,10.0,median_house_value,,,,,29921.4642644483,2100814620.707021,45834.64432835735,0.8396825223582361,23.0,4.0,0.36,SimpleRegressionPipeline,config
regression,mid,harlfoxem_housesalesprediction,success,,21613.0,21.0,price,,,,,69060.00987066816,21040099020.7109,145052.05624433904,0.8608244702070068,22.0,4.0,0.34,SimpleRegressionPipeline,config
regression,mid,hrokrin_the-largest-diamond-dataset-currely-on-kaggle,success,,219703.0,26.0,total_sales_price,,,,,608.595256048488,113350331.63644756,10646.611274788216,0.8540769166177853,12.0,1.0,1.0,SimpleRegressionPipeline,config
regression,mid,lorenzozoppelletto_financial-risk-for-loan-approval,success,,20000.0,36.0,RiskScore,,,,,1.1521366697311402,2.105487368347624,1.451029761358334,0.9660883634662212,14.0,3.0,0.9,SimpleRegressionPipeline,config
regression,mid,mirichoi0218_insurance,success,,1338.0,7.0,charges,,,,,2157.995756853887,18165416.840250917,4262.090665418899,0.8829915280743309,40.0,7.0,0.46,SimpleRegressionPipeline,config
regression,mid,ranitsarkar01_porter-delivery-time-estimation,success,,197428.0,14.0,actual_delivery_time,,,,,14.065635223942577,1352.746441880649,36.77970149254408,-0.0010663870592488,11.0,1.0,1.0,MyDummyRegressor,config
regression,mid,rupals_gpu-runtime,success,,241600.0,18.0,Run1 (ms),,,,,1.337494443787644,11.059390212607518,3.325566149185356,0.9999176456403222,14.0,2.0,0.7,SimpleRegressionPipeline,config
