Unnamed: 0,car_name,price,kms_driven,year,engine_cc,seats,fuel_type_Diesel,fuel_type_Electric,fuel_type_Lpg,fuel_type_Petrol,transmission_Manual,ownership_1st Owner,ownership_2nd Owner,ownership_3rd Owner,ownership_4th Owner,ownership_5th Owner
3227,1229,7.50 Lakh,"26,201 kms",0.9024423235906056,1462 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
3674,1127,2.15 Lakh,"72,000 kms",-1.1344157764786262,1368 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
343,1795,17.25 Lakh,"83,000 kms",0.1386205360646435,2755 cc,8 Seats,True,False,False,False,False,False,True,False,False,False
3639,1211,3.05 Lakh,"50,000 kms",-0.6252012514613183,2494 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3808,1173,1.79 Lakh,"1,00,271 kms",-1.643630301495934,2179 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
434,558,10.45 Lakh,"14,115 kms",0.9024423235906056,998 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1903,1396,3.28 Lakh,"76,018 kms",0.1386205360646435,1591 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
97,1362,28.50 Lakh,"38,000 kms",-0.1159867264440103,2143 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
2887,1180,5.10 Lakh,"34,000 kms",-0.1159867264440103,2179 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
2069,702,5 Lakh,"60,000 kms",-0.6252012514613183,1896 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1537,1005,6.25 Lakh,"54,000 kms",0.6478350610819515,1956 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3459,984,3.61 Lakh,"26,360 kms",0.9024423235906056,1462 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
4391,1207,4.22 Lakh,"88,559 kms",-0.1159867264440103,1198 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
3000,1079,3.09 Lakh,"94,128 kms",0.6478350610819515,998 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1517,183,5.25 Lakh,"43,000 kms",0.1386205360646435,1196 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
965,1239,4.26 Lakh,"25,000 kms",0.3932277985732975,2523 cc,7 Seats,False,False,False,True,False,True,False,False,False,False
4858,504,4.49 Lakh,"39,910 kms",0.3932277985732975,1462 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
528,375,4.95 Lakh,"92,771 kms",0.1386205360646435,1591 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
176,182,6.90 Lakh,"58,000 kms",0.6478350610819515,1498 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2470,664,6.83 Lakh,"79,385 kms",0.6478350610819515,1956 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
4160,784,1.92 Crore,"40,000 kms",0.9024423235906056,1248 cc,4 Seats,False,False,False,True,False,True,False,False,False,False
3632,813,17.50 Lakh,"40,000 kms",1.4116568486079133,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
4730,1089,6.27 Lakh,"95,873 kms",0.1386205360646435,1197 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
572,383,5.75 Lakh,"68,000 kms",0.1386205360646435,1199 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2784,972,2.39 Lakh,"25,000 kms",1.6662641111165672,1997 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
592,757,19.21 Lakh,"20,000 kms",1.4116568486079133,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
4579,1266,1.66 Lakh,"81,929 kms",-1.1344157764786262,1197 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
5508,79,64.90 Lakh,"29,000 kms",-0.1159867264440103,1968 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
2374,1270,4.30 Lakh,"50,000 kms",0.6478350610819515,1061 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5174,1653,7.94 Lakh,"54,441 kms",0.9024423235906056,1364 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
3896,503,6.25 Lakh,"23,000 kms",1.1570495860992591,1197 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
3121,1335,67 Lakh,"8,900 kms",1.4116568486079133,1298 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2208,1207,5 Lakh,"50,000 kms",-0.3705939889526643,1197 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3101,1890,68.50 Lakh,"7,000 kms",1.6662641111165672,1493 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2492,1632,"60,000 ","39,000 kms",-1.3890230389872802,2523 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
3336,965,"35,000 ","80,000 kms",-4.1897029265824735,1997 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
383,755,15.65 Lakh,"31,727 kms",0.9024423235906056,1353 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
852,1629,"60,000 ","16,700 kms",-1.3890230389872802,2523 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
1880,665,5.90 Lakh,"48,000 kms",-0.1159867264440103,1186 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
370,1798,54 Lakh,"67,000 kms",-1.1344157764786262,2982 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
2873,525,1.30 Lakh,"60,000 kms",-1.1344157764786262,1497 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
3724,272,3.77 Lakh,"35,128 kms",-0.1159867264440103,1248 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
4761,492,4.50 Lakh,"54,000 kms",0.1386205360646435,998 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1105,1060,5.36 Lakh,"96,528 kms",0.3932277985732975,999 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3109,1294,66 Lakh,"12,000 kms",0.1386205360646435,796 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
2361,245,1 Lakh,"50,000 kms",-2.1528448265132423,1493 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4436,1327,10 Lakh,"70,000 kms",-1.1344157764786262,1248 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
1336,1184,6.40 Lakh,"30,000 kms",0.9024423235906056,1991 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2189,912,18.80 Lakh,"4,595 kms",1.6662641111165672,1968 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
5063,999,5.08 Lakh,"59,407 kms",0.3932277985732975,1498 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4048,851,3.52 Lakh,"24,318 kms",0.3932277985732975,1199 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2807,816,15.70 Lakh,"30,000 kms",1.1570495860992591,796 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4032,1620,1.39 Lakh,"1,88,395 kms",-0.6252012514613183,1197 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
5062,420,9.50 Lakh,"79,000 kms",0.1386205360646435,1197 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
5342,95,29.75 Lakh,"85,000 kms",-0.1159867264440103,1997 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
1171,1743,29 Lakh,"60,500 kms",0.3932277985732975,1248 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
3133,1799,1.69 Crore,"27,000 kms",0.9024423235906056,1199 cc,4 Seats,True,False,False,False,False,True,False,False,False,False
3258,1421,1.75 Crore,"10,000 kms",0.9024423235906056,1061 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
1422,65,40.50 Lakh,"55,000 kms",0.6478350610819515,1197 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
2686,1284,1.54 Lakh,"25,347 kms",-1.3890230389872802,1196 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
5074,984,2.69 Lakh,"48,603 kms",-0.1159867264440103,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3200,330,3.13 Lakh,"1,17,699 kms",-0.8798085139699723,1197 cc,7 Seats,False,False,False,True,True,False,True,False,False,False
4578,1266,2.73 Lakh,"98,466 kms",-0.3705939889526643,2494 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1464,703,9.75 Lakh,"15,500 kms",1.6662641111165672,2755 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
874,980,2 Lakh,"80,000 kms",-0.6252012514613183,1197 cc,7 Seats,False,False,False,True,True,False,False,False,True,False
2297,1654,10.30 Lakh,"15,000 kms",1.1570495860992591,1086 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2643,1291,"75,000 ","50,000 kms",-2.916666614039204,1186 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2815,109,1.17 Lakh,"50,000 kms",-0.8798085139699723,796 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
5347,54,8 Lakh,"70,000 kms",-0.8798085139699723,1498 cc,5 Seats,True,False,False,False,False,False,False,True,False,False
1251,1352,71.50 Lakh,"24,900 kms",1.4116568486079133,1493 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
3529,504,3.24 Lakh,"38,765 kms",-0.1159867264440103,1199 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
840,414,6.90 Lakh,"23,000 kms",1.4116568486079133,1582 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3721,527,1.51 Lakh,"1,12,753 kms",-0.8798085139699723,998 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
581,1183,5.85 Lakh,"41,000 kms",0.1386205360646435,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
204,1702,3.49 Lakh,"55,000 kms",-0.1159867264440103,1193 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1641,1049,8.65 Lakh,"46,000 kms",0.6478350610819515,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2014,1805,12.15 Lakh,"11,400 kms",1.6662641111165672,1582 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
905,656,6.90 Lakh,"84,250 kms",0.3932277985732975,1197 cc,8 Seats,True,False,False,False,True,False,True,False,False,False
631,1658,15.50 Lakh,"10,000 kms",1.6662641111165672,2993 cc,5 Seats,False,True,False,False,False,True,False,False,False,False
3751,995,"86,608 ","60,375 kms",-1.643630301495934,1197 cc,8 Seats,False,False,False,True,True,True,False,False,False,False
1974,1027,4.51 Lakh,"55,362 kms",0.3932277985732975,999 cc,5 Seats,False,False,False,False,True,True,False,False,False,False
162,756,18.25 Lakh,"27,305 kms",1.4116568486079133,1493 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
3846,106,"75,000 ","15,000 kms",-1.898237564004588,1086 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3468,32,25.48 Lakh,"40,996 kms",0.9024423235906056,1462 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4958,1776,5.08 Lakh,"1,44,256 kms",-1.1344157764786262,1405 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
5331,449,2.25 Lakh,"60,000 kms",0.1386205360646435,796 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
617,647,2.64 Lakh,"80,502 kms",-1.1344157764786262,1368 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
875,946,4.50 Lakh,"1,60,000 kms",-0.6252012514613183,2967 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
1431,940,4.44 Lakh,"49,812 kms",-0.6252012514613183,1198 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
3590,1570,12 Lakh,"80,000 kms",0.9024423235906056,2179 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
547,1002,6.51 Lakh,"37,057 kms",0.3932277985732975,1798 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
4786,1645,20.23 Lakh,"13,690 kms",1.6662641111165672,1995 cc,6 Seats,True,False,False,False,False,True,False,False,False,False
5014,482,4.54 Lakh,"74,334 kms",0.6478350610819515,796 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4649,1493,2.10 Lakh,"70,000 kms",-0.8798085139699723,1196 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
5468,990,1.70 Lakh,"90,000 kms",-0.8798085139699723,1995 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
5293,1349,38.90 Lakh,"69,000 kms",0.3932277985732975,2143 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
2996,16,16.90 Lakh,"71,000 kms",-0.3705939889526643,1493 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4500,1746,27.01 Lakh,"1,14,000 kms",0.3932277985732975,1199 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1861,214,32.50 Lakh,"45,000 kms",0.9024423235906056,1497 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
2659,1148,2.10 Lakh,"67,640 kms",-0.8798085139699723,796 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
640,291,4.70 Lakh,"19,062 kms",-0.1159867264440103,1199 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3622,494,4.40 Lakh,"34,000 kms",0.1386205360646435,2179 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5384,491,3.70 Lakh,"80,000 kms",-0.3705939889526643,1968 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
637,969,1.60 Lakh,"71,000 kms",-1.643630301495934,1984 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
4508,1215,5.75 Lakh,"67,000 kms",0.3932277985732975,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4145,948,4.62 Lakh,"81,153 kms",-0.6252012514613183,1995 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
2308,535,1.65 Lakh,"1,20,000 kms",-2.1528448265132423,1198 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
3621,1739,2.30 Lakh,"1,42,000 kms",-1.1344157764786262,1498 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2096,685,7.40 Lakh,"1,10,000 kms",0.9024423235906056,796 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2998,1694,4.14 Lakh,"10,098 kms",0.3932277985732975,1399 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3729,1247,2.50 Lakh,"90,098 kms",-0.6252012514613183,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1372,1062,4.78 Lakh,"1,19,878 kms",-0.1159867264440103,1248 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
3438,22,10.59 Lakh,"94,235 kms",-0.8798085139699723,1248 cc,5 Seats,True,False,False,False,False,False,False,True,False,False
921,1560,6.50 Lakh,"21,000 kms",1.1570495860992591,998 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
546,1192,5.32 Lakh,"63,141 kms",-0.1159867264440103,1248 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1449,1338,44 Lakh,"65,000 kms",0.6478350610819515,1198 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2804,1229,8.10 Lakh,"30,000 kms",0.9024423235906056,1956 cc,8 Seats,True,False,False,False,True,True,False,False,False,False
2610,540,7.41 Lakh,"15,000 kms",1.4116568486079133,1497 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1900,344,7.25 Lakh,"60,000 kms",0.1386205360646435,998 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
2757,701,5.12 Lakh,"38,463 kms",0.3932277985732975,2994 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
2028,992,1.70 Lakh,"1,00,000 kms",-1.898237564004588,2179 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
2301,1834,5.30 Lakh,"60,152 kms",-0.3705939889526643,2179 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1885,54,31.50 Lakh,"35,000 kms",0.3932277985732975,2179 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
1642,1014,7.85 Lakh,"30,000 kms",0.3932277985732975,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
972,315,1.75 Lakh,"2,63,000 kms",-2.916666614039204,998 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5299,97,56.50 Lakh,"34,000 kms",0.9024423235906056,1199 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
2097,1696,5.70 Lakh,"40,000 kms",0.9024423235906056,998 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
4797,697,6.46 Lakh,"91,412 kms",0.9024423235906056,1198 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4211,276,7.25 Lakh,"72,000 kms",0.9024423235906056,1493 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4957,630,1.56 Lakh,"56,691 kms",-1.898237564004588,1248 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5473,1375,34.50 Lakh,"40,000 kms",0.3932277985732975,2400 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
836,695,6.50 Lakh,"42,000 kms",1.1570495860992591,1461 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
601,552,11.25 Lakh,"1,199 kms",1.4116568486079133,2143 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2184,420,8.90 Lakh,"1,38,314 kms",-0.1159867264440103,2755 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4388,1346,26.46 Lakh,"29,774 kms",0.9024423235906056,1248 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3001,899,5.16 Lakh,"38,979 kms",0.3932277985732975,796 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4742,1183,3.18 Lakh,"84,080 kms",-0.6252012514613183,1120 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
1582,1180,3.27 Lakh,"1,20,450 kms",-0.3705939889526643,1198 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
4698,385,6.23 Lakh,"94,834 kms",0.6478350610819515,1499 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3793,760,12.36 Lakh,"27,371 kms",0.9024423235906056,1248 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
3299,669,5.74 Lakh,"59,326 kms",0.3932277985732975,1798 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
1070,1838,2.58 Lakh,"1,22,571 kms",-0.6252012514613183,1399 cc,5 Seats,True,False,False,False,True,False,False,True,False,False
1775,82,36.75 Lakh,"23,000 kms",0.9024423235906056,1198 cc,6 Seats,True,False,False,False,False,True,False,False,False,False
5298,1368,51 Lakh,"40,000 kms",-0.1159867264440103,1956 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1283,1307,12.45 Lakh,"23,000 kms",-0.6252012514613183,2993 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4487,969,1.65 Lakh,"1,00,000 kms",-1.3890230389872802,998 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
3970,1436,7.42 Lakh,"65,885 kms",0.9024423235906056,1956 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
5241,1307,11.90 Lakh,"90,004 kms",-0.3705939889526643,1968 cc,5 Seats,True,False,False,False,False,False,False,True,False,False
1836,689,2.90 Lakh,"58,182 kms",-1.643630301495934,1248 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4672,1546,2.50 Lakh,"80,000 kms",-1.643630301495934,1995 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
1019,956,2.59 Lakh,"1,51,026 kms",-0.3705939889526643,1598 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
3889,1119,4.69 Lakh,"12,000 kms",1.4116568486079133,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1326,997,5.25 Lakh,"75,000 kms",0.1386205360646435,1968 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
2847,1620,1 Lakh,"40,000 kms",-1.1344157764786262,1997 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
475,1349,48.75 Lakh,"22,000 kms",0.6478350610819515,2596 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
2810,1078,4.20 Lakh,"1,10,000 kms",1.1570495860992591,936 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4885,696,5.68 Lakh,"25,890 kms",0.9024423235906056,1598 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1651,372,6.95 Lakh,"42,000 kms",0.3932277985732975,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5122,922,9.68 Lakh,"67,534 kms",1.4116568486079133,1197 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4717,1838,2.79 Lakh,"77,863 kms",-0.6252012514613183,1498 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
2528,665,4.35 Lakh,"47,000 kms",-0.1159867264440103,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3153,642,1.80 Lakh,"1,11,408 kms",-1.1344157764786262,814 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2995,1700,2.80 Lakh,"1,69,306 kms",-0.3705939889526643,1196 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
4769,1473,2.99 Lakh,"73,081 kms",-0.3705939889526643,2494 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1373,652,2.43 Lakh,"84,557 kms",-1.1344157764786262,1997 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
739,672,4.79 Lakh,"50,827 kms",-0.1159867264440103,1197 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
4428,352,10 Lakh,"50,000 kms",0.1386205360646435,1196 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5162,1074,4.78 Lakh,"21,330 kms",1.4116568486079133,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
867,404,1.70 Lakh,"73,000 kms",-1.3890230389872802,2925 cc,5 Seats,False,False,True,False,True,False,True,False,False,False
1140,549,10.24 Lakh,"24,237 kms",1.6662641111165672,2755 cc,7 Seats,True,False,False,False,True,True,False,False,False,False
997,1067,4.96 Lakh,"1,33,053 kms",0.1386205360646435,1198 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1337,214,31.49 Lakh,"44,000 kms",0.6478350610819515,1353 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
541,1531,5.88 Lakh,"46,281 kms",0.1386205360646435,1199 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
1099,32,17.50 Lakh,"39,356 kms",-0.1159867264440103,2143 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
1132,1796,19.45 Lakh,"55,000 kms",0.9024423235906056,1497 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
5346,1352,71.50 Lakh,"24,900 kms",1.4116568486079133,4461 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
3286,1252,1.95 Lakh,"1,04,155 kms",-0.8798085139699723,1950 cc,8 Seats,False,False,False,False,True,True,False,False,False,False
2258,1264,4.30 Lakh,"62,000 kms",0.3932277985732975,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
4457,840,3.20 Lakh,"80,000 kms",0.3932277985732975,1197 cc,7 Seats,True,False,False,False,True,False,True,False,False,False
59,1711,13.90 Lakh,"54,000 kms",0.9024423235906056,1798 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3492,940,4.63 Lakh,"93,764 kms",-0.6252012514613183,1498 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
1938,1709,18.75 Lakh,"98,000 kms",0.6478350610819515,1794 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
4325,729,16.90 Lakh,"78,000 kms",0.6478350610819515,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
5440,82,27.50 Lakh,"33,000 kms",0.6478350610819515,2499 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
2900,990,"90,000 ","1,00,000 kms",-2.1528448265132423,1248 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2813,182,6.50 Lakh,"53,000 kms",0.6478350610819515,1197 cc,6 Seats,True,False,False,False,True,True,False,False,False,False
2921,32,12.80 Lakh,"38,500 kms",-0.6252012514613183,796 cc,5 Seats,True,False,False,False,False,False,True,False,False,False
1078,530,"84,637 ","97,767 kms",-2.66205935153055,1198 cc,5 Seats,False,False,False,True,True,False,False,False,False,True
4681,1011,1.30 Lakh,"90,000 kms",-2.407452089021896,1582 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
5179,147,2.19 Lakh,"62,876 kms",0.3932277985732975,1248 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5244,1298,12.90 Lakh,"67,000 kms",-0.6252012514613183,1998 cc,5 Seats,False,False,False,True,False,False,True,False,False,False
4696,1182,2.33 Lakh,"1,28,999 kms",-1.3890230389872802,1598 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
2630,681,5.20 Lakh,"20,000 kms",0.3932277985732975,1498 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3008,605,9.07 Lakh,"36,006 kms",0.6478350610819515,2967 cc,7 Seats,False,False,False,True,True,True,False,False,False,False
940,1375,34.50 Lakh,"40,000 kms",0.3932277985732975,1197 cc,4 Seats,False,False,False,True,False,False,True,False,False,False
1080,269,5 Lakh,"53,931 kms",0.6478350610819515,1199 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
187,485,6.25 Lakh,"28,387 kms",0.9024423235906056,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3181,151,2.18 Lakh,"64,712 kms",-0.1159867264440103,998 cc,5 Seats,False,False,False,True,True,False,True,False,False,False
2085,349,5.95 Lakh,"76,357 kms",-0.1159867264440103,1061 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2249,435,12.80 Lakh,"27,726 kms",0.6478350610819515,1586 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
5304,662,3 Lakh,"82,000 kms",-1.1344157764786262,1968 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
5510,74,29.90 Lakh,"79,000 kms",-0.1159867264440103,2967 cc,6 Seats,True,False,False,False,False,False,False,True,False,False
2023,990,1.10 Lakh,"70,000 kms",-1.898237564004588,1461 cc,5 Seats,False,False,False,True,True,False,False,True,False,False
3244,492,3.48 Lakh,"99,561 kms",0.1386205360646435,1193 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
1492,1709,40.90 Lakh,"20,000 kms",0.9024423235906056,1198 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
4236,1350,43.75 Lakh,"27,000 kms",0.6478350610819515,1950 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
226,1844,6.25 Lakh,"66,000 kms",-0.1159867264440103,1197 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
4004,1016,6.91 Lakh,"21,094 kms",1.4116568486079133,1197 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
2583,708,5.80 Lakh,"17,500 kms",0.9024423235906056,2982 cc,7 Seats,False,False,False,True,True,False,True,False,False,False
1929,1380,5.25 Lakh,"45,000 kms",-1.1344157764786262,2987 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
3707,1348,58.75 Lakh,"18,000 kms",1.1570495860992591,2143 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
4952,1846,2.76 Lakh,"39,818 kms",-1.3890230389872802,1497 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
1404,1230,7.50 Lakh,"43,000 kms",0.6478350610819515,814 cc,5 Seats,True,False,False,False,False,True,False,False,False,False
2179,1488,8 Lakh,"27,174 kms",1.4116568486079133,2755 cc,5 Seats,False,False,False,True,False,True,False,False,False,False
697,1799,95 Lakh,"21,000 kms",0.6478350610819515,998 cc,7 Seats,True,False,False,False,False,True,False,False,False,False
1124,1249,3.75 Lakh,"30,404 kms",0.1386205360646435,1248 cc,5 Seats,False,False,False,True,True,True,False,False,False,False
3386,915,2 Lakh,"1,36,000 kms",-0.6252012514613183,1968 cc,5 Seats,True,False,False,False,True,False,True,False,False,False
3535,490,3.89 Lakh,"65,072 kms",-0.3705939889526643,1461 cc,5 Seats,True,False,False,False,True,True,False,False,False,False
